size,stars,forks_count,open_issues,has_wiki,has_pages,has_issues,has_projects,has_discussions,author_type,contributors,commits,comments,deployments,num_topics,javascript,typescript,python,rust,other_language,desc_word_count,created_at,updated_at,pushed_at,has_homepage,mit_license,nan_license,apache_license,other_license,remain_license
3743,54445,7749,10,True,False,True,True,False,User,187,1292,7,0,0,False,False,False,False,True,11,433418,467979,467022,0,1,0,0,0,0
42830,54439,6460,248,True,False,True,False,False,User,3,38,5,0,5,False,False,False,False,True,6,427745,467980,467738,0,0,1,0,0,0
43676,54418,8496,491,True,False,True,True,False,Organization,8,33,14,0,0,False,False,False,False,True,5,461145,467980,467860,1,0,0,0,1,0
153756,54307,24284,2193,True,False,True,True,True,Organization,413,29986,2569,0,5,False,False,True,False,False,5,356116,467978,467975,1,0,0,0,0,1
989,54254,9308,122,False,False,True,False,False,Organization,146,762,6,1,4,False,False,False,False,True,7,393456,467980,465492,1,1,0,0,0,0
422221,53837,6547,377,False,True,True,True,False,Organization,367,30184,83,858,19,True,False,False,False,False,15,401002,467979,467980,1,0,0,0,1,0
402206,53580,7715,360,False,True,True,False,True,User,312,2106,13,685,5,False,False,False,False,True,10,439709,467979,467770,1,0,0,0,0,1
91788,53380,14548,2527,True,True,True,True,True,Organization,411,4599,148,205,7,False,False,False,False,True,7,409128,467978,467828,1,1,0,0,0,0
569637,53143,26843,8175,False,False,True,True,False,Organization,346,117145,722,0,0,False,False,True,False,False,4,412981,467980,467979,1,0,0,0,1,0
260324,52863,21121,834,False,False,True,True,False,Organization,370,87732,14312,0,7,False,False,False,False,True,3,335516,467977,467978,1,1,0,0,0,0
5048,52311,2188,321,True,False,True,False,True,User,218,2368,146,0,10,False,False,False,False,True,5,384034,467978,467956,0,1,0,0,0,0
125278,52084,3765,329,True,False,True,True,False,Organization,281,7088,389,102,4,False,False,False,False,True,5,384844,467979,467974,1,0,0,0,0,1
451361,52053,10620,1354,True,True,True,True,True,Organization,426,13453,157,83,18,False,True,False,False,False,10,399301,467979,467979,1,0,0,1,0,0
3532,51953,17282,4,False,False,True,False,False,Organization,432,1859,50,0,10,False,False,False,False,True,5,407956,467979,467952,0,1,0,0,0,0
191827,51879,36155,1438,True,True,True,True,False,Organization,391,26693,676,7,3,False,False,False,False,True,2,358822,467978,467979,1,0,0,1,0,0
67540,51501,3530,136,True,False,True,True,True,Organization,183,4794,74,0,19,False,True,False,False,False,8,435103,467979,467977,1,1,0,0,0,0
5007,51488,10492,1,True,False,True,True,False,User,385,2061,8,0,0,False,False,False,False,True,20,441321,467978,467957,0,1,0,0,0,0
498,51453,6244,95,False,False,True,False,False,User,254,462,13,0,5,False,False,False,False,True,6,401582,467978,467767,0,0,1,0,0,0
1884,51387,6814,812,True,True,True,True,False,User,264,1146,18,581,6,False,False,False,False,True,6,413534,467976,467905,0,1,0,0,0,0
75750,51382,5312,369,True,True,True,True,True,User,142,5774,46,89,4,False,False,True,False,False,6,396397,467979,466768,0,1,0,0,0,0
150487,51336,2767,830,False,False,True,False,True,Organization,402,10634,38,11,11,False,True,False,False,False,20,437173,467980,467971,1,0,0,1,0,0
145884,51226,9312,7,True,False,True,True,True,User,76,1748,12,639,14,True,False,False,False,False,11,422883,467979,467876,1,0,0,0,1,0
1505,51179,5654,22,False,False,True,False,True,User,333,845,8,0,6,False,False,False,False,True,6,390296,467979,467954,1,0,0,0,0,1
52748,51074,8552,396,True,False,True,True,False,Organization,166,6228,724,0,7,False,False,False,False,True,7,391068,467979,467980,1,0,0,1,0,0
207074,50594,15558,107,True,True,True,True,False,User,100,1275,11,309,0,True,False,False,False,False,7,425017,467979,465497,1,0,0,0,0,1
113055,50578,5103,1070,True,False,True,True,True,Organization,184,6747,80,0,10,True,False,False,False,False,13,379290,467980,464843,1,1,0,0,0,0
174081,50530,12672,11,True,False,True,True,False,User,10,154,16,0,0,False,False,True,False,False,168,426341,467980,467951,1,0,1,0,0,0
1137124,50467,3769,268,False,False,True,True,True,Organization,401,19953,8540,57919,10,False,True,False,False,False,13,436344,467979,467979,1,0,0,1,0,0
379,50369,11019,75,False,True,True,False,False,User,36,360,92,8,3,False,False,False,False,True,6,362356,467975,467032,1,1,0,0,0,0
21853,50338,10036,54,False,False,True,False,True,Organization,429,6089,775,0,0,False,True,False,False,False,4,388960,467978,467926,1,1,0,0,0,0
12845,49552,9089,283,True,False,True,False,False,Organization,407,6156,364,237,8,False,False,True,False,False,6,360445,467977,467862,1,0,0,1,0,0
211841,49109,3470,463,True,False,True,True,True,User,91,1007,37,0,15,False,False,False,False,True,5,439953,467980,467937,1,0,0,0,0,1
1059608,49031,13646,493,True,False,True,False,True,Organization,401,12874,645,0,17,False,True,False,False,False,19,382505,467980,467976,1,1,0,0,0,0
179658,48486,9948,12,True,True,False,False,True,Organization,120,1533,11,209,11,False,False,False,False,True,11,448532,467979,467690,1,1,0,0,0,0
42414,48470,4130,1048,False,False,True,True,True,Organization,234,3084,3098,27834,6,False,True,False,False,False,7,438307,467980,467979,1,1,0,0,0,0
103959,48318,12933,723,True,False,True,True,False,User,49,238,9,0,4,False,False,True,False,False,12,413488,467979,467859,0,1,0,0,0,0
164642,48253,8157,892,True,False,True,True,True,Organization,362,11211,236,0,7,False,False,False,False,True,8,376037,467980,467955,1,0,0,1,0,0
1778238,48080,9628,215,False,True,True,True,False,Organization,26,209,40,13,7,False,False,False,False,True,5,392436,467980,466534,1,0,0,1,0,0
16821,47816,12610,17,False,True,False,True,False,User,233,1749,5,45,17,False,False,True,False,False,13,410209,467980,467959,1,1,0,0,0,0
67978,47737,6871,592,True,True,True,True,True,Organization,416,12839,500,10,11,False,False,False,False,True,14,383493,467980,467970,1,0,0,0,0,1
44407,47718,3924,1197,True,True,True,True,True,Organization,386,21691,314,2,8,False,False,True,False,False,8,445462,467980,467980,1,0,0,0,0,1
88218,47635,8472,857,True,False,True,False,True,User,329,7352,237,0,14,False,False,False,False,True,11,390536,467979,467978,0,1,0,0,0,0
420011,47515,10547,740,True,True,True,True,False,Organization,293,6065,292,1564,2,False,False,False,False,True,5,389266,467979,467921,0,0,0,1,0,0
3752,47373,9225,384,True,True,False,True,False,User,214,2512,168,68,0,False,False,True,False,False,7,373738,467979,467892,1,0,0,0,1,0
20992,47370,7146,273,False,False,True,True,False,Organization,405,3980,117,0,0,True,False,False,False,False,8,360813,467977,467675,1,1,0,0,0,0
17083,47328,3633,80,False,False,True,False,False,Organization,194,1678,224,0,16,False,False,False,False,True,10,394766,467979,467978,1,0,0,1,0,0
1401,47259,7996,46,False,True,True,True,False,User,127,554,5,62,4,False,False,False,False,True,10,393349,467979,467551,0,0,1,0,0,0
24667,47250,9993,736,True,False,True,True,False,Organization,377,9803,98,0,8,False,False,True,False,False,11,351884,467978,467977,1,0,0,0,0,1
91071,47248,2838,1444,True,True,True,True,True,User,103,5693,25,477,5,False,True,False,False,False,7,411795,467978,467975,1,1,0,0,0,0
26851,47183,3577,376,True,True,True,True,False,Organization,433,4432,31,11001,7,False,False,True,False,False,17,410394,467980,467980,1,0,0,0,1,0
102311,47166,3946,359,True,True,True,True,False,User,363,1733,32,1117,5,False,False,False,False,True,6,403770,467978,467879,1,1,0,0,0,0
139584,47017,7687,19,True,True,True,True,False,Organization,285,6032,102,594,4,False,False,False,False,True,23,377126,467979,467980,0,0,0,1,0,0
3290,46853,6344,55,False,True,False,False,False,User,296,1812,8,1045,18,False,False,False,False,True,14,415038,467979,467551,0,0,1,0,0,0
12770,46747,2774,338,True,False,True,False,False,Organization,370,2115,96,0,10,False,False,False,True,False,5,404375,467978,467970,1,0,0,1,0,0
55898,46679,10093,209,True,True,True,True,True,Organization,393,11639,568,1710,6,False,False,False,False,True,10,340128,467978,467885,1,1,0,0,0,0
909811,46674,22979,27,True,False,True,True,False,User,232,1614,41,0,0,False,False,False,False,True,38,369332,467980,467886,1,1,0,0,0,0
105,46525,6731,68,False,False,True,False,False,User,47,150,20,0,0,True,False,False,False,False,5,402253,467980,466981,0,0,1,0,0,0
2280,46425,6986,416,True,True,True,False,True,User,346,1669,9,0,12,False,False,False,False,True,18,390435,467979,467878,1,1,0,0,0,0
871781,46394,10301,24,True,False,True,True,False,User,69,459,18,0,3,False,False,False,False,True,8,394268,467979,467551,0,1,0,0,0,0
227993,46303,25071,144,False,False,False,False,False,Organization,411,70252,1058,0,3,False,False,False,False,True,34,338000,467977,467937,0,0,0,0,1,0
108050,45625,3889,1164,True,False,True,True,True,Organization,436,8454,116,1172,18,True,False,False,False,False,6,411227,467980,467977,1,1,0,0,0,0
103226,45399,3953,873,False,False,True,True,True,Organization,451,4211,343,217,11,False,True,False,False,False,21,410405,467980,467980,1,1,0,0,0,0
49045,45193,3655,201,True,True,True,True,False,User,43,736,6,122,7,True,False,False,False,False,3,404968,467979,466725,1,1,0,0,0,0
1497,45185,5046,15,False,True,False,False,False,User,21,1160,1,303,20,False,False,False,False,True,9,420646,467980,467954,0,1,0,0,0,0
201849,44979,12318,24,False,True,True,True,False,User,81,1723,55,647,14,False,False,True,False,False,4,420460,467979,467832,1,0,0,0,0,1
330,44839,2139,97,True,False,True,True,False,User,69,273,11,0,0,False,False,True,False,False,24,399735,467970,466877,0,1,0,0,0,0
245456,44787,6958,294,False,True,True,True,True,Organization,464,5581,115,783,6,False,True,False,False,False,7,416098,467979,467867,1,1,0,0,0,0
96947,44749,5589,1028,False,False,True,False,True,Organization,359,15674,103,0,9,True,False,False,False,False,23,397102,467979,467913,1,1,0,0,0,0
1964002,44734,5533,148,False,False,False,False,False,Organization,280,101413,8731,0,7,False,False,False,False,True,4,369203,467978,467980,1,0,1,0,0,0
19625,44248,3638,220,True,False,True,True,True,Organization,411,11906,79,0,12,False,False,False,False,True,6,385130,467979,467979,1,0,0,0,1,0
1073,44087,6252,67,True,False,True,True,False,User,95,327,2,0,3,False,False,False,False,True,5,416862,467974,464942,1,1,0,0,0,0
964951,44067,29081,889,False,False,True,True,True,Organization,399,84000,1418,0,7,False,True,False,False,False,8,374843,467979,467979,0,0,0,0,1,0
48418,44001,9108,86,False,True,True,False,False,Organization,248,5383,172,138,4,False,False,False,False,True,10,373064,467978,467958,1,0,0,1,0,0
20994814,43992,3328,26,True,True,True,True,True,User,151,2049,28,243,13,False,False,False,False,True,26,393815,467979,467954,1,0,0,0,1,0
2579,43900,975,3,True,False,True,True,False,Organization,13,36,4,0,0,False,False,False,False,True,8,465344,467980,467556,0,1,0,0,0,0
316821,43655,9097,31,False,False,False,False,False,Organization,245,4096,26,0,8,False,False,True,False,False,1,417623,467980,467815,1,0,0,1,0,0
1245,43579,8276,353,True,False,True,True,False,User,1,1553,45,0,18,False,False,False,False,True,1,405195,467980,467959,0,0,1,0,0,0
120577,43486,5248,242,True,False,True,True,True,Organization,370,33788,1894,1464,12,True,False,False,False,False,5,368588,467979,467944,1,0,0,0,1,0
75232,43470,9246,191,False,False,True,True,True,Organization,374,19741,214,0,10,False,False,False,False,True,13,381424,467979,467979,1,0,0,1,0,0
758948,43412,2836,2684,False,True,True,False,True,Organization,420,19650,18735,22,12,True,False,False,False,False,12,395947,467979,467974,1,1,0,0,0,0
49973,43332,1562,139,True,False,True,True,True,Organization,210,3760,19,0,16,False,False,True,False,False,14,437049,467980,467906,1,1,0,0,0,0
4611,43316,9644,20,True,True,True,True,True,User,146,712,10,36,19,False,False,True,False,False,23,436140,467978,467946,0,0,0,0,1,0
234623,43232,9398,123,False,False,True,False,False,Organization,374,34279,365,1629,13,True,False,False,False,False,11,379901,467978,467980,1,1,0,0,0,0
5900,43119,2177,730,True,True,True,True,False,User,297,1454,26,10,6,True,False,False,False,False,14,423147,467977,467858,1,1,0,0,0,0
120068,43112,4612,614,True,True,True,True,False,Organization,421,4729,40,1847,13,False,False,False,False,True,5,400597,467978,467979,1,1,0,0,0,0
30468,43081,8083,19,True,False,True,False,True,User,39,1005,26,0,11,False,False,False,False,True,13,434566,467979,467955,1,0,0,0,0,1
13400,42892,6779,5,False,False,True,False,False,User,396,6330,145,0,13,False,False,False,False,True,12,390274,467979,467890,1,1,0,0,0,0
21541,42818,6867,58,True,False,True,True,False,Organization,24,667,6,80,4,True,False,False,False,False,8,406458,467972,467501,1,1,0,0,0,0
10242,42759,15140,218,True,False,True,True,False,User,60,250,7,0,6,False,False,False,False,True,11,402008,467979,462855,0,0,0,0,1,0
13313,42680,11503,188,True,False,True,True,False,Organization,56,807,52,0,3,False,False,False,False,True,16,404072,467976,467969,0,0,0,1,0,0
135125,42552,9381,335,True,True,True,True,False,Organization,363,17288,129,3323,0,True,False,False,False,False,4,362161,467979,467964,1,0,0,1,0,0
131633,42534,18092,88,False,False,True,True,True,Organization,116,2626,70,0,5,True,False,False,False,False,10,385533,467979,467955,1,1,0,0,0,0
55238,42464,8690,35,False,False,True,False,False,Organization,85,5389,29,0,8,False,False,False,False,True,9,400374,467979,467686,1,1,0,0,0,0
7568,42403,2497,46,False,False,True,True,True,Organization,202,5683,243,0,12,False,False,False,False,True,6,389505,467972,467937,1,0,0,0,1,0
266380,42396,5196,4576,False,False,True,False,True,Organization,401,54513,18345,4348,9,False,False,False,False,True,4,362041,467978,467977,1,1,0,0,0,0
38387,42367,2263,765,False,False,True,True,True,Organization,373,2940,50,0,11,True,False,False,False,False,9,417251,467979,467979,1,1,0,0,0,0
203947,42326,16614,311,True,True,True,False,False,Organization,432,14213,240,323,5,False,False,False,False,True,7,385567,467977,467979,1,0,0,0,0,1
205650,42273,4728,845,False,False,True,False,True,Organization,415,5899,209,0,11,False,False,False,False,True,7,386708,467978,467840,1,1,0,0,0,0
9495,42254,4457,248,True,False,True,True,False,Organization,43,786,16,0,0,False,False,False,False,True,20,466645,467980,467976,0,1,0,0,0,0
1981,42250,5503,54,True,True,True,True,False,User,99,879,48,19,4,False,False,False,False,True,5,424616,467980,467973,0,0,0,0,0,1
97695,42237,5626,825,False,False,True,True,True,Organization,420,15784,776,137,7,False,True,False,False,False,10,392192,467976,467980,1,1,0,0,0,0
1790,42139,10450,84,False,False,True,True,False,User,16,182,44,0,0,False,False,False,False,True,14,381368,467979,465779,1,1,0,0,0,0
28254,42128,4169,69,True,False,True,True,True,User,189,6109,42,0,19,False,False,False,True,False,13,444802,467979,467978,1,0,0,0,0,1
291260,41997,6354,540,True,True,True,True,False,Organization,433,6813,172,1007,9,False,True,False,False,False,3,385170,467964,467978,1,1,0,0,0,0
38293,41996,10750,126,True,False,True,True,False,User,351,5178,23,0,0,False,False,False,False,True,11,373302,467978,467211,0,0,0,0,0,1
369676,41885,7612,136,True,False,True,False,False,User,16,296,1,0,6,False,False,True,False,False,12,433011,467978,467573,0,0,0,0,1,0
204919,41666,6199,3773,False,False,True,True,True,Organization,409,13580,234,0,7,False,False,False,False,True,6,404481,467977,467980,1,0,0,0,0,1
5900,41544,7264,185,True,True,True,False,True,Organization,150,2056,95,9,2,False,False,False,False,True,9,356608,467978,467872,1,0,0,1,0,0
52107,41408,1092,763,False,False,True,False,True,Organization,227,6413,72,0,12,False,False,False,False,True,13,449539,467980,467976,1,0,1,0,0,0
30920,41273,1081,205,False,False,True,False,True,User,294,2632,13,0,8,False,False,False,True,False,5,423413,467979,467974,0,0,0,1,0,0
16778,41254,4920,135,True,False,True,True,True,Organization,191,2097,96,0,14,False,False,True,False,False,11,429345,467979,467928,1,1,0,0,0,0
119363,41172,2889,1963,False,False,True,True,False,Organization,442,2353,65,0,4,True,False,False,False,False,13,403668,467977,467143,1,0,0,0,1,0
844,41118,8282,2,False,False,False,False,False,User,180,602,14,0,9,False,False,False,False,True,2,409598,467979,467587,0,0,0,0,0,1
764,41019,5283,29,False,False,True,True,False,User,78,506,10,0,5,False,False,False,False,True,9,388139,467979,463686,1,1,0,0,0,0
1608,41003,3194,16,True,False,True,True,False,User,115,441,1,0,0,False,False,False,False,True,4,390567,467975,467059,0,0,0,0,0,1
1844,40996,2121,116,False,False,True,False,True,User,36,164,18,0,12,False,False,False,False,True,15,424968,467978,467869,1,0,0,0,0,1
2989,40944,3722,2,False,False,True,False,True,Organization,166,1007,17,0,6,True,False,False,False,False,9,424414,467977,467913,1,1,0,0,0,0
22764,40923,3439,894,False,False,True,False,True,Organization,259,3544,134,0,9,False,True,False,False,False,6,407592,467978,467857,1,1,0,0,0,0
10955,40865,10050,61,True,True,False,True,False,User,6,109,8,105,18,False,False,False,False,True,5,425211,467980,466315,0,1,0,0,0,0
32926,40832,4573,1440,True,False,True,True,True,User,485,2168,23,0,0,False,False,True,False,False,8,462765,467980,467979,0,1,0,0,0,0
159,40829,4842,11,True,False,True,True,False,User,44,141,5,0,6,False,False,False,False,True,6,413127,467979,467851,0,0,1,0,0,0
58568,40730,2151,537,True,False,True,True,True,Organization,111,5077,215,0,19,False,False,False,False,True,14,396879,467979,467938,1,0,0,0,1,0
2272,40447,4294,139,True,False,True,True,True,Organization,12,611,19,0,4,False,False,False,False,True,5,415479,467979,467559,1,0,0,1,0,0
34429,40054,12503,110,True,False,True,True,False,User,12,511,6,0,7,False,False,False,False,True,19,411788,467978,467906,1,0,0,0,0,1
91436,39988,4753,148,True,False,True,True,True,Organization,376,6482,427,2,13,False,True,False,False,False,16,377441,467979,467897,1,1,0,0,0,0
72432,39879,3051,1042,True,False,True,True,False,Organization,136,1599,46,0,17,True,False,False,False,False,12,419578,467979,467629,1,1,0,0,0,0
202492,39692,8184,92,True,True,True,False,True,Organization,53,603,11,165,6,True,False,False,False,False,11,409102,467980,467699,1,1,0,0,0,0
339,39628,4417,109,True,False,True,True,False,Organization,46,210,0,0,5,False,False,False,False,True,4,418043,467980,467166,0,0,0,0,1,0
305009,39622,4881,1351,True,False,True,True,True,Organization,236,9556,152,0,3,False,False,False,False,True,8,430941,467980,467979,1,0,0,1,0,0
4900,39611,6594,5,False,True,True,False,False,User,2,2739,6,1224,15,False,False,False,False,True,6,405966,467980,467968,1,0,0,0,0,1
129379,39608,3953,875,True,False,True,True,False,Organization,107,4972,110,0,6,True,False,False,False,False,19,368232,467978,467925,1,1,0,0,0,0
848593,39469,8819,531,True,True,True,True,False,User,19,1313,78,457,15,False,False,True,False,False,8,424471,467980,467377,0,0,0,0,0,1
2345396,39408,7290,383,True,False,True,True,True,Organization,433,9380,421,0,0,False,False,True,False,False,28,411092,467978,467979,1,1,0,0,0,0
31860,39354,7464,37,False,True,True,True,True,Organization,226,1590,56,348,15,False,False,False,False,True,5,390768,467973,467942,0,1,0,0,0,0
13025,39084,2541,773,False,False,True,False,False,User,255,4998,160,0,10,True,False,False,False,False,9,380301,467978,467192,1,0,0,0,1,0
113845,39045,4688,49,False,True,True,False,True,Organization,405,10684,175,2246,12,False,False,False,False,True,6,394789,467980,467980,1,0,0,0,0,1
34461,38926,2448,167,False,False,True,False,True,Organization,302,3477,59,0,4,False,True,False,False,False,21,408697,467979,467962,1,1,0,0,0,0
48177,38909,25916,843,True,False,True,True,False,Organization,403,6768,130,3,7,False,False,False,False,True,11,372242,467980,467978,1,0,0,1,0,0
164290,38833,4844,798,True,True,True,True,False,User,244,3878,167,116,7,True,False,False,False,False,8,391814,467966,467646,1,1,0,0,0,0
93347,38810,9502,158,True,False,True,True,False,User,380,6513,74,0,10,False,False,False,False,True,3,437862,467979,467947,0,0,1,0,0,0
14813,38655,13864,329,True,False,True,True,True,Organization,305,2656,111,0,13,False,False,True,False,False,10,441598,467980,467980,1,0,0,0,0,1
2346,38652,6716,109,False,False,True,False,False,Organization,317,1822,38,0,3,False,False,False,True,False,13,400628,467979,467979,1,1,0,0,0,0
91911,38591,6586,3445,False,False,True,True,True,Organization,380,10093,142,0,8,False,False,False,False,True,4,403530,467977,467974,1,1,0,0,0,0
183728,38536,3488,885,True,False,True,True,False,Organization,398,7053,156,0,20,False,False,False,False,True,21,387490,467980,467972,1,1,0,0,0,0
6543,38517,971,125,True,False,True,True,True,Organization,151,914,11,0,4,False,False,False,False,True,6,429566,467980,467974,0,1,0,0,0,0
45158,38446,16916,193,True,True,True,True,False,User,15,235,6,13,6,False,False,False,False,True,9,408560,467977,467832,1,1,0,0,0,0
326560,38420,16290,3508,False,False,True,True,False,Organization,411,32452,673,0,6,False,False,True,False,False,24,356276,467978,467979,1,0,0,0,0,1
8608,38383,3447,681,True,False,True,True,False,Organization,206,3605,103,0,12,False,False,False,False,True,14,378576,467978,467753,0,1,0,0,0,0
1048,38345,5093,116,False,False,True,True,False,User,95,390,3,0,4,False,False,False,False,True,9,381079,467979,466692,0,0,1,0,0,0
1334304,38128,3461,1068,True,False,True,True,False,Organization,201,10189,22,0,13,True,False,False,False,False,5,425379,467979,467980,1,0,0,1,0,0
484823,37970,10010,823,True,True,True,True,False,Organization,325,53111,317,102,0,False,False,False,False,True,10,393901,467980,467979,1,0,0,1,0,0
69583,37956,4180,607,True,False,True,True,True,User,66,1169,1,0,13,True,False,False,False,False,4,429198,467980,467977,1,1,0,0,0,0
4422,37943,1702,213,False,False,True,False,True,User,314,1736,75,0,10,False,False,False,True,False,12,404900,467979,467910,0,0,0,0,0,1
